User ID,Gender,Age,Activity Level,Location,App Sessions,Distance Travelled (km),Calories Burned,Calories_per_Session,Distance_per_Session,Cluster
2372,Female,49,Moderate,Urban,122,73,537,4.401639344262295,0.5983606557377049,2
2373,Female,18,Moderate,Urban,145,106,713,4.917241379310345,0.7310344827586207,1
2374,Female,47,Active,Suburban,161,84,323,2.0062111801242235,0.5217391304347826,0
2375,Female,33,Active,Urban,191,124,480,2.513089005235602,0.6492146596858639,2
2376,Male,44,Active,Suburban,159,151,526,3.308176100628931,0.949685534591195,2
2377,Female,35,Moderate,Urban,137,126,367,2.678832116788321,0.9197080291970803,2
2378,Female,30,Active,Rural,190,129,621,3.268421052631579,0.6789473684210526,1
2379,Female,45,Active,Urban,191,143,764,4.0,0.7486910994764397,1
2380,Female,27,Sedentary,Urban,52,26,207,3.980769230769231,0.5,0
2381,Female,31,Moderate,Urban,112,66,513,4.580357142857143,0.5892857142857143,2
2382,Male,46,Active,Suburban,199,148,534,2.6834170854271355,0.7437185929648241,2
2383,Female,28,Active,Rural,156,86,417,2.673076923076923,0.5512820512820513,2
2384,Female,44,Moderate,Rural,125,63,510,4.08,0.504,2
2385,Male,34,Active,Urban,198,164,511,2.580808080808081,0.8282828282828283,2
2386,Female,20,Moderate,Urban,109,84,378,3.467889908256881,0.7706422018348624,2
2387,Male,48,Moderate,Suburban,143,76,299,2.090909090909091,0.5314685314685315,0
2388,Female,38,Moderate,Rural,113,70,450,3.982300884955752,0.6194690265486725,2
2389,Male,50,Active,Urban,180,170,822,4.566666666666666,0.9444444444444444,1
2390,Male,18,Active,Urban,169,104,785,4.644970414201183,0.6153846153846154,1
2391,Male,23,Active,Rural,178,147,684,3.842696629213483,0.8258426966292135,1
2392,Female,21,Moderate,Urban,128,107,510,3.984375,0.8359375,2
2393,Female,39,Active,Urban,183,137,553,3.021857923497268,0.7486338797814208,2
2394,Male,30,Sedentary,Rural,97,77,466,4.804123711340206,0.7938144329896907,2
2395,Male,47,Moderate,Suburban,103,90,301,2.9223300970873787,0.8737864077669902,0
2396,Male,57,Active,Urban,156,115,599,3.83974358974359,0.7371794871794872,1
2397,Male,43,Moderate,Urban,104,93,274,2.6346153846153846,0.8942307692307693,0
2398,Male,56,Active,Rural,169,147,457,2.7041420118343193,0.8698224852071006,2
2399,Male,56,Moderate,Rural,116,73,242,2.086206896551724,0.6293103448275862,0
2400,Male,24,Sedentary,Suburban,62,48,137,2.2096774193548385,0.7741935483870968,0
2401,Male,31,Moderate,Suburban,133,91,435,3.2706766917293235,0.6842105263157895,2
2402,Male,43,Moderate,Urban,138,70,460,3.3333333333333335,0.5072463768115942,2
2403,Male,35,Moderate,Suburban,149,89,615,4.12751677852349,0.5973154362416108,1
2404,Female,41,Active,Suburban,183,101,576,3.1475409836065573,0.5519125683060109,2
2405,Male,42,Moderate,Suburban,129,117,412,3.193798449612403,0.9069767441860465,2
2406,Female,49,Active,Urban,171,148,676,3.953216374269006,0.8654970760233918,1
2407,Male,23,Moderate,Suburban,108,65,264,2.4444444444444446,0.6018518518518519,0
2408,Female,33,Active,Suburban,197,152,460,2.33502538071066,0.7715736040609137,2
2409,Male,20,Active,Suburban,197,128,500,2.5380710659898478,0.649746192893401,2
2410,Female,38,Active,Rural,175,152,763,4.36,0.8685714285714285,1
2411,Male,49,Active,Suburban,162,158,324,2.0,0.9753086419753086,0
2412,Male,19,Moderate,Suburban,131,86,630,4.809160305343512,0.6564885496183206,1
2413,Male,37,Moderate,Rural,122,114,385,3.1557377049180326,0.9344262295081968,2
2414,Female,28,Active,Rural,163,151,344,2.1104294478527605,0.9263803680981595,2
2415,Male,35,Active,Urban,175,145,499,2.8514285714285714,0.8285714285714286,2
2416,Male,28,Active,Urban,155,139,642,4.141935483870967,0.896774193548387,1
2417,Male,52,Sedentary,Rural,59,50,244,4.135593220338983,0.847457627118644,0
2418,Female,53,Sedentary,Urban,68,64,145,2.1323529411764706,0.9411764705882353,0
2419,Female,55,Moderate,Suburban,136,84,404,2.9705882352941178,0.6176470588235294,2
2420,Male,29,Sedentary,Urban,70,54,338,4.828571428571428,0.7714285714285715,0
2421,Male,48,Sedentary,Suburban,64,46,180,2.8125,0.71875,0
2422,Female,53,Active,Suburban,172,118,771,4.482558139534884,0.686046511627907,1
2423,Female,47,Active,Suburban,151,124,589,3.9006622516556293,0.8211920529801324,1
2424,Male,21,Sedentary,Rural,64,38,310,4.84375,0.59375,0
2425,Male,19,Sedentary,Urban,77,59,156,2.0259740259740258,0.7662337662337663,0
2426,Male,30,Sedentary,Urban,91,46,302,3.318681318681319,0.5054945054945055,0
2427,Female,43,Active,Rural,171,109,597,3.491228070175439,0.6374269005847953,1
2428,Female,46,Moderate,Rural,130,127,552,4.246153846153846,0.9769230769230769,2
2429,Male,53,Sedentary,Urban,53,26,184,3.4716981132075473,0.49056603773584906,0
2430,Female,45,Moderate,Rural,108,59,261,2.4166666666666665,0.5462962962962963,0
2431,Female,25,Moderate,Rural,130,98,623,4.792307692307692,0.7538461538461538,1
2432,Male,22,Sedentary,Suburban,87,55,387,4.448275862068965,0.632183908045977,2
2433,Male,49,Moderate,Suburban,147,78,682,4.639455782312925,0.5306122448979592,1
2434,Male,47,Active,Suburban,150,124,373,2.486666666666667,0.8266666666666667,2
2435,Female,31,Sedentary,Rural,59,45,269,4.559322033898305,0.7627118644067796,0
2436,Female,27,Sedentary,Rural,56,49,169,3.017857142857143,0.875,0
2437,Male,27,Sedentary,Suburban,70,56,300,4.285714285714286,0.8,0
2438,Female,23,Sedentary,Suburban,93,70,280,3.010752688172043,0.7526881720430108,0
2439,Female,33,Active,Urban,198,178,538,2.717171717171717,0.898989898989899,2
2440,Female,43,Active,Suburban,178,171,407,2.2865168539325844,0.9606741573033708,2
2441,Female,38,Moderate,Suburban,116,83,459,3.956896551724138,0.7155172413793104,2
2442,Male,53,Sedentary,Urban,85,76,337,3.9647058823529413,0.8941176470588236,0
2443,Female,58,Sedentary,Urban,72,44,305,4.236111111111111,0.6111111111111112,0
2444,Male,59,Moderate,Urban,117,73,422,3.606837606837607,0.6239316239316239,2
2445,Female,47,Active,Urban,181,117,521,2.8784530386740332,0.6464088397790055,2
2446,Male,22,Sedentary,Rural,99,66,241,2.4343434343434343,0.6666666666666666,0
2447,Female,27,Moderate,Urban,133,86,389,2.924812030075188,0.6466165413533834,2
2448,Male,48,Active,Urban,150,129,507,3.38,0.86,2
2449,Male,28,Moderate,Rural,148,94,650,4.391891891891892,0.6351351351351351,1
2450,Female,55,Moderate,Urban,126,82,474,3.761904761904762,0.6507936507936508,2
2451,Female,24,Active,Urban,165,159,377,2.2848484848484847,0.9636363636363636,2
2452,Male,29,Sedentary,Urban,81,80,193,2.382716049382716,0.9876543209876543,0
2453,Female,58,Active,Rural,151,131,579,3.834437086092715,0.8675496688741722,2
2454,Male,25,Sedentary,Suburban,86,59,401,4.662790697674419,0.686046511627907,2
2455,Male,45,Active,Urban,166,140,493,2.9698795180722892,0.8433734939759037,2
2456,Male,33,Sedentary,Urban,56,44,134,2.392857142857143,0.7857142857142857,0
2457,Male,20,Sedentary,Urban,82,69,182,2.2195121951219514,0.8414634146341463,0
2458,Female,54,Moderate,Urban,104,88,422,4.0576923076923075,0.8461538461538461,2
2459,Female,49,Moderate,Rural,125,85,303,2.424,0.68,0
2460,Female,38,Sedentary,Suburban,70,67,229,3.2714285714285714,0.9571428571428572,0
2461,Female,35,Active,Urban,159,120,730,4.591194968553459,0.7547169811320755,1
2462,Female,28,Sedentary,Urban,84,69,307,3.6547619047619047,0.8214285714285714,0
2463,Male,25,Active,Rural,193,102,529,2.7409326424870466,0.5284974093264249,2
2464,Female,29,Sedentary,Suburban,69,62,172,2.4927536231884058,0.8985507246376812,0
2465,Female,19,Active,Suburban,177,94,823,4.649717514124294,0.5310734463276836,1
2466,Female,58,Moderate,Suburban,113,91,543,4.8053097345132745,0.8053097345132744,2
2467,Male,39,Active,Urban,159,144,595,3.742138364779874,0.9056603773584906,1
2468,Female,26,Moderate,Urban,115,91,528,4.591304347826087,0.7913043478260869,2
2469,Female,31,Active,Urban,182,173,767,4.214285714285714,0.9505494505494505,1
2470,Female,32,Moderate,Rural,109,72,462,4.238532110091743,0.6605504587155964,2
2471,Female,28,Active,Rural,192,107,777,4.046875,0.5572916666666666,1
2472,Female,30,Sedentary,Rural,56,51,215,3.8392857142857144,0.9107142857142857,0
2473,Male,45,Active,Urban,160,159,544,3.4,0.99375,2
2474,Female,42,Moderate,Urban,137,84,327,2.386861313868613,0.6131386861313869,0
2475,Female,54,Moderate,Urban,144,96,393,2.7291666666666665,0.6666666666666666,2
2476,Female,23,Active,Suburban,180,154,654,3.6333333333333333,0.8555555555555555,1
2477,Male,54,Sedentary,Rural,69,42,180,2.608695652173913,0.6086956521739131,0
2478,Female,50,Active,Rural,151,75,612,4.052980132450331,0.4966887417218543,1
2479,Female,42,Active,Suburban,193,146,635,3.290155440414508,0.7564766839378239,1
2480,Male,40,Moderate,Suburban,111,68,324,2.918918918918919,0.6126126126126126,0
2481,Female,25,Sedentary,Suburban,81,79,399,4.925925925925926,0.9753086419753086,2
2482,Male,34,Sedentary,Urban,93,54,210,2.2580645161290325,0.5806451612903226,0
2483,Female,48,Sedentary,Suburban,87,56,429,4.931034482758621,0.6436781609195402,2
2484,Male,43,Sedentary,Urban,58,51,234,4.0344827586206895,0.8793103448275862,0
2485,Male,28,Active,Urban,176,131,467,2.653409090909091,0.7443181818181818,2
2486,Male,47,Sedentary,Rural,81,61,254,3.1358024691358026,0.7530864197530864,0
2487,Male,28,Sedentary,Suburban,77,50,214,2.779220779220779,0.6493506493506493,0
2488,Female,20,Sedentary,Urban,77,40,375,4.87012987012987,0.5194805194805194,2
2489,Male,57,Moderate,Urban,110,56,467,4.245454545454545,0.509090909090909,2
2490,Male,57,Moderate,Suburban,108,86,465,4.305555555555555,0.7962962962962963,2
2491,Female,38,Moderate,Urban,125,124,466,3.728,0.992,2
2492,Female,52,Sedentary,Urban,50,45,163,3.26,0.9,0
2493,Male,45,Active,Urban,169,152,461,2.727810650887574,0.8994082840236687,2
2494,Male,39,Active,Suburban,166,122,689,4.150602409638554,0.7349397590361446,1
2495,Female,59,Moderate,Urban,100,62,473,4.73,0.62,2
2496,Male,35,Moderate,Rural,103,97,475,4.611650485436893,0.941747572815534,2
2497,Female,40,Sedentary,Suburban,97,52,255,2.6288659793814433,0.5360824742268041,0
2498,Female,43,Moderate,Rural,132,91,510,3.8636363636363638,0.6893939393939394,2
2499,Male,52,Moderate,Rural,103,80,425,4.12621359223301,0.7766990291262136,2
2500,Female,46,Moderate,Rural,105,78,245,2.3333333333333335,0.7428571428571429,0
2501,Female,28,Moderate,Urban,106,53,413,3.8962264150943398,0.5,2
2502,Male,59,Active,Urban,162,121,355,2.191358024691358,0.7469135802469136,2
2503,Female,18,Sedentary,Rural,63,62,286,4.5396825396825395,0.9841269841269841,0
2504,Female,33,Active,Rural,179,161,619,3.458100558659218,0.8994413407821229,1
2505,Male,42,Moderate,Suburban,109,64,493,4.522935779816514,0.5871559633027523,2
2506,Female,55,Sedentary,Rural,74,48,169,2.2837837837837838,0.6486486486486487,0
2507,Female,35,Sedentary,Urban,61,43,227,3.721311475409836,0.7049180327868853,0
2508,Male,33,Active,Rural,197,151,429,2.1776649746192893,0.766497461928934,2
2509,Female,36,Active,Rural,163,82,581,3.5644171779141103,0.5030674846625767,2
2510,Female,33,Moderate,Suburban,101,92,308,3.0495049504950495,0.9108910891089109,0
2511,Female,22,Active,Rural,155,101,760,4.903225806451613,0.6516129032258065,1
2512,Female,44,Moderate,Suburban,122,69,594,4.868852459016393,0.5655737704918032,1
2513,Male,23,Moderate,Suburban,127,87,608,4.78740157480315,0.6850393700787402,1
2514,Female,51,Moderate,Rural,100,51,406,4.06,0.51,2
2515,Male,33,Sedentary,Rural,92,85,206,2.239130434782609,0.9239130434782609,0
2516,Female,40,Sedentary,Urban,98,83,459,4.683673469387755,0.8469387755102041,2
2517,Male,49,Active,Urban,156,98,346,2.217948717948718,0.6282051282051282,2
2518,Female,40,Active,Suburban,188,175,692,3.6808510638297873,0.9308510638297872,1
2519,Male,37,Sedentary,Suburban,68,43,331,4.867647058823529,0.6323529411764706,0
2520,Male,36,Active,Urban,179,156,750,4.189944134078212,0.8715083798882681,1
2521,Female,46,Moderate,Suburban,116,100,575,4.956896551724138,0.8620689655172413,2
2522,Female,25,Moderate,Urban,138,81,460,3.3333333333333335,0.5869565217391305,2
2523,Male,46,Sedentary,Suburban,75,55,230,3.066666666666667,0.7333333333333333,0
2524,Male,35,Active,Urban,199,128,615,3.090452261306533,0.6432160804020101,1
2525,Male,22,Active,Urban,162,129,661,4.080246913580247,0.7962962962962963,1
2526,Male,29,Sedentary,Suburban,70,68,318,4.542857142857143,0.9714285714285714,0
2527,Male,27,Moderate,Suburban,146,81,513,3.5136986301369864,0.5547945205479452,2
2528,Male,54,Moderate,Suburban,128,92,365,2.8515625,0.71875,2
2529,Female,34,Active,Rural,168,91,443,2.636904761904762,0.5416666666666666,2
2530,Female,49,Sedentary,Rural,66,44,146,2.212121212121212,0.6666666666666666,0
2531,Male,21,Sedentary,Suburban,54,28,112,2.074074074074074,0.5185185185185185,0
2532,Male,48,Moderate,Suburban,133,74,481,3.6165413533834587,0.556390977443609,2
2533,Female,43,Moderate,Suburban,104,78,320,3.076923076923077,0.75,0
2534,Male,29,Active,Suburban,169,130,655,3.8757396449704142,0.7692307692307693,1
2535,Male,35,Sedentary,Urban,94,87,466,4.957446808510638,0.925531914893617,2
2536,Female,25,Active,Rural,183,151,458,2.5027322404371586,0.825136612021858,2
2537,Female,49,Active,Suburban,192,130,541,2.8177083333333335,0.6770833333333334,2
2538,Male,37,Sedentary,Rural,52,35,231,4.4423076923076925,0.6730769230769231,0
2539,Female,57,Sedentary,Rural,83,41,171,2.0602409638554215,0.4939759036144578,0
2540,Male,30,Moderate,Urban,105,94,225,2.142857142857143,0.8952380952380953,0
2541,Female,40,Sedentary,Suburban,50,29,124,2.48,0.58,0
2542,Male,20,Active,Rural,176,129,468,2.659090909090909,0.7329545454545454,2
2543,Male,52,Active,Urban,187,118,866,4.6310160427807485,0.6310160427807486,1
2544,Male,56,Sedentary,Suburban,86,70,293,3.4069767441860463,0.813953488372093,0
2545,Male,38,Active,Suburban,162,125,566,3.493827160493827,0.7716049382716049,2
2546,Female,24,Sedentary,Rural,68,46,210,3.088235294117647,0.6764705882352942,0
2547,Female,43,Moderate,Urban,147,95,563,3.8299319727891157,0.6462585034013606,2
2548,Female,40,Moderate,Urban,109,87,472,4.330275229357798,0.7981651376146789,2
2549,Male,49,Sedentary,Urban,72,56,330,4.583333333333333,0.7777777777777778,0
2550,Female,19,Active,Urban,169,115,671,3.970414201183432,0.6804733727810651,1
2551,Male,56,Sedentary,Suburban,73,53,256,3.506849315068493,0.726027397260274,0
2552,Male,19,Sedentary,Rural,79,66,333,4.215189873417722,0.8354430379746836,0
2553,Female,56,Moderate,Rural,113,97,374,3.309734513274336,0.8584070796460177,2
2554,Female,32,Sedentary,Urban,83,45,293,3.5301204819277108,0.5421686746987951,0
2555,Male,33,Moderate,Urban,130,123,431,3.3153846153846156,0.9461538461538461,2
2556,Male,43,Moderate,Urban,129,105,492,3.813953488372093,0.813953488372093,2
2557,Female,25,Sedentary,Rural,79,74,323,4.0886075949367084,0.9367088607594937,0
2558,Female,33,Sedentary,Suburban,56,54,180,3.2142857142857144,0.9642857142857143,0
2559,Female,38,Sedentary,Suburban,55,43,120,2.1818181818181817,0.7818181818181819,0
2560,Female,56,Sedentary,Urban,86,44,394,4.5813953488372094,0.5116279069767442,2
2561,Female,28,Moderate,Suburban,145,98,689,4.751724137931035,0.6758620689655173,1
2562,Male,41,Sedentary,Suburban,51,41,191,3.7450980392156863,0.803921568627451,0
2563,Male,53,Moderate,Rural,115,65,345,3.0,0.5652173913043478,0
2564,Male,35,Moderate,Urban,108,58,379,3.509259259259259,0.5370370370370371,2
2565,Female,40,Active,Suburban,156,138,663,4.25,0.8846153846153846,1
2566,Male,30,Moderate,Urban,128,100,375,2.9296875,0.78125,2
2567,Female,59,Active,Urban,152,105,727,4.782894736842105,0.6907894736842105,1
2568,Female,56,Sedentary,Suburban,80,66,165,2.0625,0.825,0
2569,Female,18,Active,Rural,178,97,494,2.7752808988764044,0.5449438202247191,2
2570,Male,24,Sedentary,Suburban,68,43,268,3.9411764705882355,0.6323529411764706,0
2571,Male,38,Moderate,Rural,138,86,296,2.1449275362318843,0.6231884057971014,0
2572,Male,33,Active,Suburban,164,140,806,4.914634146341464,0.8536585365853658,1
2573,Male,31,Sedentary,Urban,59,34,141,2.389830508474576,0.576271186440678,0
2574,Female,19,Sedentary,Rural,82,68,383,4.670731707317073,0.8292682926829268,2
2575,Female,48,Active,Rural,159,101,652,4.10062893081761,0.6352201257861635,1
2576,Male,56,Active,Urban,195,133,531,2.723076923076923,0.6820512820512821,2
2577,Male,26,Sedentary,Suburban,97,61,392,4.041237113402062,0.6288659793814433,2
2578,Female,58,Sedentary,Rural,85,59,229,2.6941176470588237,0.6941176470588235,0
2579,Male,31,Moderate,Suburban,114,105,418,3.6666666666666665,0.9210526315789473,2
2580,Male,27,Sedentary,Suburban,82,62,206,2.5121951219512195,0.7560975609756098,0
2581,Female,41,Active,Suburban,190,111,698,3.6736842105263157,0.5842105263157895,1
2582,Male,50,Sedentary,Urban,75,51,295,3.933333333333333,0.68,0
2583,Male,51,Sedentary,Suburban,57,30,167,2.9298245614035086,0.5263157894736842,0
2584,Male,37,Active,Urban,163,114,452,2.773006134969325,0.6993865030674846,2
2585,Female,45,Moderate,Rural,132,66,508,3.8484848484848486,0.5,2
2586,Male,21,Sedentary,Suburban,97,82,203,2.0927835051546393,0.845360824742268,0
2587,Male,51,Active,Rural,168,94,454,2.7023809523809526,0.5595238095238095,2
2588,Female,21,Active,Suburban,184,157,626,3.402173913043478,0.8532608695652174,1
2589,Female,23,Active,Rural,164,140,571,3.481707317073171,0.8536585365853658,2
2590,Female,39,Active,Urban,190,158,509,2.6789473684210527,0.8315789473684211,2
2591,Female,21,Moderate,Rural,129,101,518,4.015503875968992,0.7829457364341085,2
2592,Female,22,Active,Rural,155,81,321,2.0709677419354837,0.5225806451612903,0
2593,Female,28,Sedentary,Suburban,53,49,258,4.867924528301887,0.9245283018867925,0
2594,Female,52,Moderate,Suburban,125,116,505,4.04,0.928,2
2595,Male,36,Active,Suburban,195,142,688,3.528205128205128,0.7282051282051282,1
2596,Female,28,Sedentary,Suburban,82,61,378,4.609756097560975,0.7439024390243902,2
2597,Female,28,Moderate,Urban,136,104,539,3.963235294117647,0.7647058823529411,2
2598,Female,44,Sedentary,Rural,86,63,312,3.627906976744186,0.7325581395348837,0
2599,Male,19,Moderate,Rural,142,103,519,3.6549295774647885,0.7253521126760564,2
2600,Male,25,Active,Urban,155,152,754,4.864516129032258,0.9806451612903225,1
2601,Female,51,Sedentary,Rural,87,72,210,2.413793103448276,0.8275862068965517,0
2602,Female,57,Active,Suburban,167,98,378,2.2634730538922154,0.5868263473053892,2
2603,Female,37,Moderate,Suburban,106,98,340,3.207547169811321,0.9245283018867925,0
2604,Male,40,Active,Suburban,177,140,597,3.3728813559322033,0.7909604519774012,1
2605,Female,32,Active,Rural,188,103,426,2.265957446808511,0.5478723404255319,2
2606,Male,30,Sedentary,Urban,94,60,321,3.4148936170212765,0.6382978723404256,0
2607,Male,48,Active,Urban,188,173,713,3.7925531914893615,0.9202127659574468,1
2608,Female,31,Active,Rural,184,139,848,4.608695652173913,0.7554347826086957,1
2609,Male,18,Active,Urban,182,173,465,2.5549450549450547,0.9505494505494505,2
2610,Female,44,Moderate,Urban,110,93,471,4.281818181818182,0.8454545454545455,2
2611,Male,50,Sedentary,Suburban,87,43,198,2.2758620689655173,0.4942528735632184,0
2612,Male,52,Sedentary,Rural,81,75,293,3.617283950617284,0.9259259259259259,0
2613,Male,32,Active,Urban,172,165,674,3.9186046511627906,0.9593023255813954,1
2614,Female,22,Sedentary,Rural,71,67,182,2.563380281690141,0.9436619718309859,0
2615,Male,54,Moderate,Suburban,137,123,336,2.4525547445255476,0.8978102189781022,0
2616,Male,21,Moderate,Suburban,112,76,427,3.8125,0.6785714285714286,2
2617,Female,37,Active,Urban,175,151,454,2.5942857142857143,0.8628571428571429,2
2618,Male,56,Active,Rural,171,111,782,4.573099415204679,0.6491228070175439,1
2619,Male,39,Moderate,Rural,131,68,582,4.442748091603053,0.5190839694656488,2
2620,Female,41,Moderate,Suburban,143,86,379,2.6503496503496504,0.6013986013986014,2
2621,Female,28,Moderate,Suburban,122,91,399,3.2704918032786887,0.7459016393442623,2
2622,Female,23,Active,Suburban,199,114,438,2.201005025125628,0.5728643216080402,2
2623,Male,44,Moderate,Urban,108,55,258,2.388888888888889,0.5092592592592593,0
2624,Male,27,Active,Rural,151,123,520,3.443708609271523,0.8145695364238411,2
2625,Male,56,Moderate,Urban,130,85,406,3.123076923076923,0.6538461538461539,2
2626,Male,27,Moderate,Rural,147,129,370,2.5170068027210886,0.8775510204081632,2
2627,Male,43,Sedentary,Suburban,68,66,202,2.9705882352941178,0.9705882352941176,0
2628,Female,54,Moderate,Urban,147,120,481,3.272108843537415,0.8163265306122449,2
2629,Male,50,Active,Urban,194,141,718,3.7010309278350517,0.7268041237113402,1
2630,Female,25,Moderate,Urban,103,54,277,2.6893203883495147,0.5242718446601942,0
2631,Male,45,Sedentary,Suburban,73,69,160,2.191780821917808,0.9452054794520548,0
2632,Male,53,Moderate,Urban,122,120,334,2.737704918032787,0.9836065573770492,0
2633,Female,57,Moderate,Urban,113,108,227,2.0088495575221237,0.9557522123893806,0
2634,Male,42,Moderate,Suburban,134,109,338,2.5223880597014925,0.8134328358208955,0
2635,Male,53,Active,Rural,165,109,745,4.515151515151516,0.6606060606060606,1
2636,Female,30,Moderate,Urban,106,74,318,3.0,0.6981132075471698,0
2637,Female,24,Moderate,Suburban,101,57,464,4.594059405940594,0.5643564356435643,2
2638,Male,18,Moderate,Urban,137,115,380,2.7737226277372264,0.8394160583941606,2
2639,Female,26,Sedentary,Urban,71,69,223,3.140845070422535,0.971830985915493,0
2640,Male,45,Active,Rural,158,80,566,3.5822784810126582,0.5063291139240507,2
2641,Female,53,Active,Suburban,191,136,462,2.418848167539267,0.7120418848167539,2
2642,Male,47,Sedentary,Rural,89,63,439,4.932584269662922,0.7078651685393258,2
2643,Female,26,Active,Rural,160,148,567,3.54375,0.925,2
2644,Female,47,Sedentary,Suburban,59,51,157,2.6610169491525424,0.864406779661017,0
2645,Male,52,Moderate,Rural,135,117,572,4.237037037037037,0.8666666666666667,2
2646,Female,44,Active,Urban,183,107,492,2.6885245901639343,0.5846994535519126,2
2647,Female,46,Moderate,Suburban,147,99,595,4.0476190476190474,0.673469387755102,1
2648,Female,22,Moderate,Suburban,102,69,284,2.784313725490196,0.6764705882352942,0
2649,Male,18,Active,Urban,199,163,980,4.924623115577889,0.8190954773869347,1
2650,Female,22,Moderate,Urban,135,133,352,2.6074074074074076,0.9851851851851852,2
2651,Female,46,Moderate,Urban,141,136,379,2.6879432624113475,0.9645390070921985,2
2652,Female,34,Sedentary,Rural,54,43,144,2.6666666666666665,0.7962962962962963,0
2653,Male,54,Active,Rural,195,176,764,3.917948717948718,0.9025641025641026,1
2654,Male,41,Moderate,Rural,113,85,476,4.212389380530974,0.7522123893805309,2
2655,Female,44,Sedentary,Rural,94,58,406,4.319148936170213,0.6170212765957447,2
2656,Male,26,Active,Rural,175,109,718,4.102857142857143,0.6228571428571429,1
2657,Female,55,Moderate,Rural,121,79,599,4.950413223140496,0.6528925619834711,1
2658,Male,30,Moderate,Suburban,145,102,694,4.786206896551724,0.7034482758620689,1
2659,Female,43,Moderate,Suburban,138,131,600,4.3478260869565215,0.9492753623188406,1
2660,Male,28,Moderate,Suburban,119,116,260,2.1848739495798317,0.9747899159663865,0
2661,Female,41,Moderate,Suburban,131,106,462,3.5267175572519083,0.8091603053435115,2
2662,Female,50,Active,Suburban,152,102,650,4.276315789473684,0.6710526315789473,1
2663,Male,23,Active,Suburban,159,158,725,4.559748427672956,0.9937106918238994,1
2664,Female,52,Sedentary,Rural,72,44,273,3.7916666666666665,0.6111111111111112,0
2665,Female,33,Sedentary,Suburban,55,31,180,3.272727272727273,0.5636363636363636,0
2666,Female,30,Sedentary,Urban,64,52,227,3.546875,0.8125,0
2667,Male,28,Active,Suburban,172,114,356,2.0697674418604652,0.6627906976744186,2
2668,Female,40,Active,Urban,154,118,416,2.7012987012987013,0.7662337662337663,2
2669,Female,19,Active,Urban,192,96,531,2.765625,0.5,2
2670,Female,47,Moderate,Suburban,142,71,323,2.2746478873239435,0.5,0
2671,Male,36,Active,Rural,194,103,550,2.8350515463917527,0.5309278350515464,2
2672,Female,57,Active,Rural,183,140,690,3.7704918032786887,0.7650273224043715,1
2673,Male,32,Moderate,Urban,128,113,367,2.8671875,0.8828125,2
2674,Female,59,Sedentary,Rural,76,44,152,2.0,0.5789473684210527,0
2675,Male,50,Sedentary,Urban,58,43,132,2.2758620689655173,0.7413793103448276,0
2676,Male,58,Sedentary,Rural,81,80,255,3.1481481481481484,0.9876543209876543,0
2677,Male,22,Moderate,Rural,114,98,383,3.3596491228070176,0.8596491228070176,2
2678,Female,39,Moderate,Rural,102,78,208,2.0392156862745097,0.7647058823529411,0
2679,Male,44,Moderate,Rural,101,87,501,4.96039603960396,0.8613861386138614,2
2680,Male,52,Active,Suburban,166,158,549,3.3072289156626504,0.9518072289156626,2
2681,Male,36,Sedentary,Suburban,98,55,475,4.846938775510204,0.5612244897959183,2
2682,Male,56,Moderate,Suburban,115,74,416,3.617391304347826,0.6434782608695652,2
2683,Male,24,Moderate,Urban,107,79,423,3.953271028037383,0.7383177570093458,2
2684,Male,56,Sedentary,Suburban,51,33,149,2.9215686274509802,0.6470588235294118,0
2685,Male,51,Sedentary,Suburban,98,90,217,2.2142857142857144,0.9183673469387755,0
2686,Male,51,Active,Suburban,182,108,667,3.6648351648351647,0.5934065934065934,1
2687,Male,44,Sedentary,Rural,72,37,249,3.4583333333333335,0.5138888888888888,0
2688,Female,22,Moderate,Rural,103,76,224,2.174757281553398,0.7378640776699029,0
2689,Male,21,Active,Rural,198,172,609,3.0757575757575757,0.8686868686868687,1
2690,Male,24,Sedentary,Rural,55,27,253,4.6,0.4909090909090909,0
2691,Male,20,Active,Rural,156,112,517,3.3141025641025643,0.717948717948718,2
2692,Male,38,Moderate,Suburban,103,91,348,3.378640776699029,0.883495145631068,0
2693,Male,51,Moderate,Suburban,143,127,525,3.6713286713286712,0.8881118881118881,2
2694,Male,26,Moderate,Rural,122,79,321,2.6311475409836067,0.6475409836065574,0
2695,Male,37,Moderate,Rural,126,98,498,3.9523809523809526,0.7777777777777778,2
2696,Female,57,Active,Suburban,187,178,512,2.7379679144385025,0.9518716577540107,2
2697,Female,29,Active,Suburban,153,133,473,3.0915032679738563,0.869281045751634,2
2698,Female,56,Moderate,Rural,140,127,398,2.842857142857143,0.9071428571428571,2
2699,Male,45,Active,Urban,173,152,639,3.69364161849711,0.8786127167630058,1
2700,Male,50,Moderate,Rural,101,72,241,2.386138613861386,0.7128712871287128,0
2701,Female,27,Moderate,Suburban,119,114,437,3.672268907563025,0.957983193277311,2
2702,Female,28,Sedentary,Urban,84,44,263,3.130952380952381,0.5238095238095238,0
2703,Male,24,Active,Rural,180,133,808,4.488888888888889,0.7388888888888889,1
2704,Male,35,Sedentary,Suburban,61,59,267,4.377049180327869,0.9672131147540983,0
2705,Female,36,Moderate,Suburban,123,96,462,3.7560975609756095,0.7804878048780488,2
2706,Female,31,Sedentary,Suburban,72,38,173,2.4027777777777777,0.5277777777777778,0
